  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 40.79        -10.98         -0.00          5.84        335.97          0.00        119.24      24714.82          0.00      -1063.69
 40.80        -10.97         -0.00          5.84        335.86          0.00        119.30      24718.18          0.00      -1062.49
 40.81        -10.96         -0.00          5.85        335.75          0.00        119.36      24721.54          0.00      -1061.30
 40.82        -10.95         -0.00          5.85        335.64          0.00        119.41      24724.89          0.00      -1060.11
 40.83        -10.94         -0.00          5.85        335.53          0.00        119.47      24728.25          0.00      -1058.91
 40.84        -10.93         -0.00          5.85        335.42          0.00        119.53      24731.61          0.00      -1057.72
 40.85        -10.92         -0.00          5.85        335.31          0.00        119.59      24734.96          0.00      -1056.52
 40.86        -10.91         -0.00          5.85        335.20          0.00        119.65      24738.31          0.00      -1055.32
 40.87        -10.90         -0.00          5.85        335.09          0.00        119.71      24741.66          0.00      -1054.13
 40.88        -10.89         -0.00          5.85        334.98          0.00        119.76      24745.01          0.00      -1052.93
 40.89        -10.88         -0.00          5.85        334.87          0.00        119.82      24748.36          0.00      -1051.73
 40.90        -10.87         -0.00          5.85        334.76          0.00        119.88      24751.71          0.00      -1050.53
 40.91        -10.86         -0.00          5.85        334.66          0.00        119.94      24755.06          0.00      -1049.33
 40.92        -10.86         -0.00          5.85        334.55          0.00        120.00      24758.40          0.00      -1048.14
 40.93        -10.85         -0.00          5.85        334.44          0.00        120.06      24761.75          0.00      -1046.93
 40.94        -10.84         -0.00          5.85        334.33          0.00        120.12      24765.09          0.00      -1045.73
 40.95        -10.83         -0.00          5.85        334.22          0.00        120.17      24768.44          0.00      -1044.53
 40.96        -10.82         -0.00          5.85        334.11          0.00        120.23      24771.78          0.00      -1043.33
 40.97        -10.81         -0.00          5.85        334.01          0.00        120.29      24775.12          0.00      -1042.13
 40.98        -10.80         -0.00          5.85        333.90          0.00        120.35      24778.46          0.00      -1040.92
 40.99        -10.79         -0.00          5.85        333.79          0.00        120.41      24781.80          0.00      -1039.72
 41.00        -10.78         -0.00          5.85        333.68          0.00        120.47      24785.13          0.00      -1038.52
 41.01        -10.77         -0.00          5.85        333.57          0.00        120.52      24788.47          0.00      -1037.31
 41.02        -10.76         -0.00          5.85        333.47          0.00        120.58      24791.80          0.00      -1036.11
 41.03        -10.75         -0.00          5.85        333.36          0.00        120.64      24795.14          0.00      -1034.90
 41.04        -10.74         -0.00          5.85        333.25          0.00        120.70      24798.47          0.00      -1033.69
 41.05        -10.73         -0.00          5.85        333.14          0.00        120.76      24801.80          0.00      -1032.49
 41.06        -10.72         -0.00          5.85        333.04          0.00        120.82      24805.13          0.00      -1031.28
 41.07        -10.71         -0.00          5.85        332.93          0.00        120.88      24808.46          0.00      -1030.07
 41.08        -10.71         -0.00          5.85        332.82          0.00        120.93      24811.79          0.00      -1028.86
 41.09        -10.70         -0.00          5.85        332.72          0.00        120.99      24815.12          0.00      -1027.65
 41.10        -10.69         -0.00          5.85        332.61          0.00        121.05      24818.45          0.00      -1026.44
 41.11        -10.68         -0.00          5.85        332.50          0.00        121.11      24821.77          0.00      -1025.23
 41.12        -10.67         -0.00          5.85        332.40          0.00        121.17      24825.10          0.00      -1024.02
 41.13        -10.66         -0.00          5.85        332.29          0.00        121.23      24828.42          0.00      -1022.81
 41.14        -10.65         -0.00          5.85        332.18          0.00        121.29      24831.74          0.00      -1021.59
 41.15        -10.64         -0.00          5.85        332.08          0.00        121.34      24835.06          0.00      -1020.38
