  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 62.45         35.56          7.83          0.01        383.10          1.24        324.50
 62.46         35.56          7.83          0.01        383.06          1.24        324.50
 62.47         35.57          7.83          0.01        383.02          1.24        324.50
 62.48         35.57          7.83          0.01        382.98          1.24        324.50
 62.49         35.57          7.83          0.01        382.94          1.24        324.50
 62.50         35.58          7.82          0.01        382.90          1.24        324.50
 62.51         35.58          7.82          0.01        382.86          1.24        324.50
 62.52         35.58          7.82          0.01        382.82          1.24        324.50
 62.53         35.59          7.82          0.01        382.78          1.24        324.50
 62.54         35.59          7.82          0.01        382.74          1.24        324.50
 62.55         35.59          7.82          0.01        382.70          1.24        324.50
 62.56         35.60          7.81          0.01        382.67          1.24        324.50
 62.57         35.60          7.81          0.01        382.63          1.24        324.50
 62.58         35.61          7.81          0.01        382.59          1.24        324.50
