  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 15.26         21.25          0.00          0.53        768.66          0.00       -329.54       8717.15          0.00      -4504.10
 15.27         21.27          0.00          0.52        768.87          0.00       -329.54       8724.84          0.00      -4507.39
 15.28         21.29          0.00          0.51        769.08          0.00       -329.53       8732.53          0.00      -4510.69
 15.29         21.31          0.00          0.51        769.30          0.00       -329.53       8740.22          0.00      -4513.98
 15.30         21.33          0.00          0.50        769.51          0.00       -329.52       8747.92          0.00      -4517.28
 15.31         21.35          0.00          0.50        769.72          0.00       -329.52       8755.61          0.00      -4520.57
 15.32         21.37          0.00          0.49        769.94          0.00       -329.51       8763.31          0.00      -4523.87
 15.33         21.39          0.00          0.48        770.15          0.00       -329.51       8771.01          0.00      -4527.16
 15.34         21.41          0.00          0.48        770.36          0.00       -329.50       8778.71          0.00      -4530.46
 15.35         21.43          0.00          0.47        770.58          0.00       -329.50       8786.42          0.00      -4533.75
 15.36         21.45          0.00          0.47        770.79          0.00       -329.49       8794.12          0.00      -4537.05
 15.37         21.47          0.00          0.46        771.01          0.00       -329.49       8801.83          0.00      -4540.34
 15.38         21.49          0.00          0.46        771.22          0.00       -329.48       8809.55          0.00      -4543.64
 15.39         21.51          0.00          0.45        771.44          0.00       -329.48       8817.26          0.00      -4546.93
 15.40         21.53          0.00          0.45        771.65          0.00       -329.47       8824.97          0.00      -4550.23
 15.41         21.55          0.00          0.44        771.87          0.00       -329.47       8832.69          0.00      -4553.52
 15.42         21.57          0.00          0.43        772.08          0.00       -329.46       8840.41          0.00      -4556.82
 15.43         21.59          0.00          0.43        772.30          0.00       -329.46       8848.13          0.00      -4560.11
 15.44         21.61          0.00          0.42        772.51          0.00       -329.46       8855.86          0.00      -4563.41
 15.45         21.63          0.00          0.42        772.73          0.00       -329.45       8863.58          0.00      -4566.70
 15.46         21.65          0.00          0.41        772.95          0.00       -329.45       8871.31          0.00      -4569.99
 15.47         21.67          0.00          0.41        773.16          0.00       -329.44       8879.04          0.00      -4573.29
 15.48         21.69          0.00          0.40        773.38          0.00       -329.44       8886.77          0.00      -4576.58
 15.49         21.71          0.00          0.39        773.60          0.00       -329.44       8894.51          0.00      -4579.88
 15.50         21.73          0.00          0.39        773.81          0.00       -329.43       8902.25          0.00      -4583.17
 15.51         21.75          0.00          0.38        774.03          0.00       -329.43       8909.99          0.00      -4586.47
 15.52         21.77          0.00          0.38        774.25          0.00       -329.42       8917.73          0.00      -4589.76
 15.53         21.79          0.00          0.37        774.47          0.00       -329.42       8925.47          0.00      -4593.06
 15.54         21.81          0.00          0.37        774.68          0.00       -329.42       8933.22          0.00      -4596.35
 15.55         21.83          0.00          0.36        774.90          0.00       -329.41       8940.96          0.00      -4599.64
