  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 39.70         24.90         15.78          0.02        729.76          2.47        324.50
 39.71         24.91         15.78          0.02        729.72          2.47        324.50
 39.72         24.92         15.79          0.02        729.68          2.47        324.50
 39.73         24.92         15.79          0.02        729.65          2.47        324.50
 39.74         24.93         15.79          0.02        729.61          2.47        324.50
 39.75         24.94         15.79          0.02        729.57          2.47        324.50
 39.76         24.94         15.80          0.02        729.54          2.47        324.50
 39.77         24.95         15.80          0.02        729.50          2.47        324.50
 39.78         24.96         15.80          0.02        729.46          2.47        324.50
 39.79         24.96         15.80          0.02        729.43          2.47        324.50
 39.80         24.97         15.81          0.02        729.39          2.47        324.50
 39.81         24.98         15.81          0.02        729.35          2.47        324.50
 39.82         24.98         15.81          0.02        729.32          2.47        324.50
 39.83         24.99         15.81          0.02        729.28          2.47        324.50
