  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
 64.94          0.01          0.00         -0.00        679.45        295.07          2.30        324.50
 64.95          0.01          0.00         -0.00        679.44        295.07          2.30        324.50
 64.96          0.01          0.00         -0.00        679.44        295.07          2.30        324.50
 64.97          0.01          0.00         -0.00        679.44        295.07          2.30        324.50
 64.98          0.01          0.00         -0.00        679.44        295.07          2.30        324.50
 64.99          0.01          0.00         -0.00        679.43        295.07          2.30        324.50
 65.00          0.01          0.00         -0.00        679.43        295.07          2.30        324.50
 65.01          0.01          0.00         -0.00        679.43        295.07          2.30        324.50
 65.02          0.01          0.00         -0.00        679.42        295.07          2.30        324.50
 65.03          0.01          0.00         -0.00        679.42        295.07          2.30        324.50
 65.04          0.01          0.00         -0.00        679.42        295.07          2.30        324.50
 65.05          0.01          0.00         -0.00        679.41        295.07          2.30        324.50
 65.06          0.01          0.00         -0.00        679.41        295.07          2.30        324.50
 65.07          0.01          0.00         -0.00        679.41        295.07          2.30        324.50
 65.08          0.01          0.00         -0.00        679.41        295.07          2.30        324.50
 65.09          0.01          0.00         -0.00        679.40        295.07          2.30        324.50
 65.10          0.01          0.00         -0.00        679.40        295.07          2.30        324.50
 65.11          0.01          0.00         -0.00        679.40        295.07          2.30        324.50
 65.12          0.01          0.00         -0.00        679.39        295.07          2.30        324.50
