  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 32.19         21.28          1.87          0.01        481.25          1.45        324.50
 32.20         21.29          1.87          0.01        481.06          1.44        324.50
 32.21         21.29          1.87          0.01        480.87          1.44        324.50
 32.22         21.30          1.87          0.01        480.67          1.44        324.50
 32.23         21.30          1.87          0.01        480.48          1.44        324.50
 32.24         21.31          1.87          0.01        480.29          1.44        324.50
 32.25         21.31          1.87          0.01        480.10          1.44        324.50
 32.26         21.32          1.87          0.01        479.91          1.44        324.50
 32.27         21.32          1.87          0.01        479.71          1.44        324.50
 32.28         21.33          1.87          0.01        479.52          1.44        324.50
 32.29         21.33          1.87          0.01        479.33          1.44        324.50
 32.30         21.34          1.87          0.01        479.14          1.44        324.50
 32.31         21.34          1.87          0.01        478.95          1.44        324.50
 32.32         21.34          1.87          0.01        478.76          1.44        324.50
